ID,FARE
1,61.640867467948318
2,42.079187214869833
3,85.117677704034293
4,52.970656348055549
5,48.789135943412667
6,197.84577869635316
7,445.24065585668734
8,43.748096898835215
9,154.79884515507845
10,50.050843670724717
11,82.626016832099907
12,426.99824066632362
13,76.283839825469926
14,69.725563412384801
15,46.795304756300453
16,38.386726156412195
17,387.39146505751535
18,87.818378924458756
19,495.73405196883203
20,51.110456603187806
21,52.528912263125427
22,78.513824145005529
23,64.602954785552285
24,220.93743085538358
25,504.46252433754779
26,81.936241960523816
27,70.484490133598328
28,995.04134289333911
29,172.82877485382602
30,42.486905589939497
31,474.03024833797662
32,538.15829713223422
33,303.03427575757576
34,391.79387973056163
35,129.41640196818372
36,67.042056704607816
37,67.042056704607816
38,65.889247208941953
39,42.678661897671972
40,58.969111921029636
41,369.82704345980153
42,568.75309427435809
43,64.785132191237068
44,41.243983090410197
45,53.789593979435175
46,63.492295508499048
47,42.175974576922414
48,490.06070109919045
49,84.85982418580187
50,45.11162708069299
51,509.56015484897932
52,83.158577982068863
53,49.557387133250984
54,1081.7338076242456
55,58.363556341988058
56,167.42200174728083
57,53.253799205198405
58,1229.7709577791381
59,312.68881043716203
60,603.32367849767104
61,60.457496190129383
62,39.861740864334578
63,64.184643007133346
64,51.174232793184785
65,208.73940578411171
66,48.769785181675985
67,48.283169058221048
68,45.738900297103612
69,322.00881986006573
70,82.890163600771615
71,885.11123696868981
72,60.694649507762435
73,1186.0211337588448
74,305.55052149102983
75,84.960734434104964
76,34.243324500003943
77,76.667193782836677
78,113.94993849202888
79,43.387420661876426
80,430.04388265860626
81,504.46252433754779
82,86.39728121213669
83,375.42131271338116
84,37.239032186686664
85,656.33561709014759
86,53.346722230951443
87,68.466228786069294
88,1029.4512380355413
89,96.801024991312005
90,263.94445522572283
91,84.960734434104964
92,906.5623030721332
93,824.23774590550545
94,83.030247118132706
95,38.43448211024959
96,36.144862270192817
97,552.1854525481383
98,57.910733991302024
99,1036.7021985370991
100,822.29053452380958
101,481.7510763634611
102,917.69487450070483
103,918.38040991772664
104,43.376469976533635
105,52.996665126505334
106,461.20389623734866
107,50.810177141192845
108,591.4306638205029
109,417.42427853873414
110,79.767715196792665
111,172.58556451484125
112,202.74437996200274
113,43.727193269170087
114,154.29530059652066
115,63.3400895237016
116,50.750576429703159
117,43.727193269170087
118,361.98791738019497
119,362.69467267620564
120,445.24065585668734
121,150.21725472391887
122,56.0140919519215
123,616.77940110498753
124,67.042056704607816
125,733.4440927771941
126,61.055864144705708
127,38.43448211024959
128,62.76313185617245
129,463.33263838553603
130,65.641034025571869
131,430.81162429175282
132,161.3325921277162
133,894.63763390483587
134,221.42302383521459
135,53.367676098913442
136,570.21810956997899
137,74.199509784283151
138,81.205836864303777
139,419.38508228276703
140,65.674673134867874
141,528.57274579831915
142,54.26661468922471
143,46.52048351519867
144,302.23583563899871
145,34.243324500003943
146,40.579938577942293
147,424.18603926485957
148,656.66340862116465
149,65.641034025571869
150,360.74537155908035
151,73.612957498802388
152,177.84299008490603
153,622.9358540791776
154,210.17287968311592
155,46.026783867460679
156,429.687142177223
157,717.84748238697364
158,84.85982418580187
159,278.42741049264157
160,1054.0959030332044
161,84.960734434104964
162,76.184728359391841
163,38.030693692917438
164,135.61825424113175
165,659.32372291819286
166,259.8194331871145
167,708.70684564515955
168,61.25050319482451
169,1016.2404262032087
170,433.36387529467112
171,467.35249695591972
172,337.8487771152142
173,65.641034025571869
174,37.228872345448117
175,61.055864144705708
176,60.909112962737595
177,332.81622242841786
178,922.80003330591046
179,43.727193269170087
180,30.272540044702783
181,660.88719050072132
182,52.255259553438314
183,76.772572485394647
184,82.250253518829396
185,48.128976183830467
186,494.04377059157179
187,462.53812760777146
188,529.78740138914179
189,278.16097116597575
190,395.83747138888725
191,39.855293253128707
192,650.9128881504422
193,86.830654260989846
194,166.91450728012748
195,1008.8837747492202
196,56.642463911080753
197,38.43448211024959
198,348.59814920656879
199,43.727193269170087
200,160.84580354698835
201,44.164596248305571
202,78.253580628086596
203,186.31057519161999
204,45.783569390241915
205,34.942691410197767
206,54.310033083461157
207,63.133319084849198
208,546.53941990032661
209,76.467915322082405
210,50.32697583646079
211,1148.5449923701299
212,49.242628437030639
213,43.727193269170087
214,660.20105871979979
215,510.53834572652477
216,86.830654260989846
217,270.69687776297991
218,920.60796148148472
219,56.208999021134652
220,529.78740138914179
221,41.22777235627818
222,49.254232842722821
223,580.06223452380948
224,34.235555575405733
225,691.54544827264237
226,61.413108178817161
227,53.387072533386956
228,732.83957178233709
229,52.716410675892575
230,67.042056704607816
231,329.88618992012408
232,511.28007575258164
233,234.90449215665959
234,1008.8837747492202
235,268.39950170748182
236,37.09246750204035
237,70.484490133598328
238,54.26661468922471
239,48.996499815086459
240,264.52434191297704
241,78.619309232338807
242,395.22679907491249
243,47.786903578242764
244,49.247746952107669
245,84.960734434104964
246,578.43101111128522
247,209.47933035307724
248,39.405106152494596
249,62.905521081341774
250,285.07583396548205
251,46.521504963161199
252,919.48807231842216
253,422.26295081765994
254,48.992311853461622
255,413.56643200526742
256,44.13180779780744
257,760.68694651593523
258,472.21377707803583
259,61.990711521007043
260,52.855308258197738
261,240.93550623462988
262,60.909112962737595
263,67.042056704607816
264,51.115765665726109
265,359.87315610920314
266,40.534862716505948
267,64.406522964689827
268,65.919844241181266
269,320.95545878179303
270,721.26118135415823
271,51.174232793184785
272,39.413459999726328
273,58.131894889448446
274,36.975295146970367
275,39.53063235479631
276,1065.0544928828635
277,46.225434825180074
278,55.193586586487513
279,628.61749920111106
280,79.994597034922634
281,48.230860169548386
282,943.47623593073581
283,210.76695380382952
284,951.1306657575758
285,110.82197052065654
286,73.122729738812069
287,65.797276933474492
288,331.88194950440555
289,454.41326791028558
290,263.03113838613518
291,216.93076265537371
292,538.5326710902383
293,713.01460218523812
294,43.81233386129604
295,719.69083411321969
296,160.14022629492877
297,83.158577982068863
298,1200.4814923545475
299,1085.1123167043741
300,73.646361714480463
301,536.48657293847214
302,44.387677328496046
303,48.923637671181538
304,393.60628337339199
305,52.855308258197738
306,84.960734434104964
307,38.551654465319579
308,161.99514817167224
309,33.457676422547244
310,61.055864144705708
311,955.44365739050443
312,1240.2073717089268
313,250.80811406223566
314,498.23179549740735
315,572.82625625362652
316,211.83330919744247
317,450.01102941117705
318,36.144862270192817
319,72.498342150290085
320,77.370425948552864
321,59.863573328552206
322,873.44075253122571
323,74.650565201574253
324,530.69125684882943
325,59.34141944215353
326,267.32873058804159
327,43.748096898835215
328,955.03299243295078
329,39.543598009166303
330,35.879402492788742
331,912.56242542519283
332,497.69378971556182
333,160.82030602747358
334,44.371770736091761
335,73.615567954157783
336,60.457472744058485
337,36.975295146970367
338,46.738539784365244
339,349.9310847736412
340,246.01728773812707
341,634.68866805645041
342,59.336069016009233
343,53.552664730945573
344,58.320679282487859
345,79.90346766952824
346,469.2879462775328
347,80.478183498985345
348,280.3170117126582
349,739.75732653379896
350,599.26090651023003
351,395.40940376324261
352,36.975295146970367
353,221.14119510619329
354,47.354174719036529
355,41.837703924984297
356,66.448640393300536
357,66.472773486859609
358,41.697276328452475
359,36.975295146970367
360,975.72841075163228
361,490.4438357082019
362,36.975295146970367
363,174.61782716167929
364,45.511379483784914
365,148.64056470469103
366,51.988378422075627
367,479.70791584942287
368,459.48271731596805
369,882.43422380870163
370,62.576463364326663
371,313.79259379297298
372,348.73765050684881
373,37.927033560433586
374,600.64967281585291
375,37.271203973176725
376,787.45228124653136
377,160.14022629492877
378,43.727193269170087
379,62.71247233148857
380,81.761832560401643
381,63.941673985955354
382,59.612571633478623
383,183.83088984021256
384,82.697572968211034
385,42.896386517170413
386,64.510964319020843
387,297.31069280730992
388,77.337348337067496
389,36.975295146970367
390,59.336069016009233
391,39.413459999726328
392,118.64818487076226
393,61.686284473510206
394,48.765307494471458
395,468.41855290897638
396,154.43179540236545
397,54.541312359082404
398,84.85982418580187
399,75.30182465368668
400,321.25205795440945
401,305.11384848296012
402,520.9755154782556
403,1194.8037192484867
404,65.071807198325573
405,80.622696335709776
406,220.19750628641805
407,53.763156253513159
408,52.454873042477473
409,320.34890826324897
410,545.69584649164005
411,72.498342150290085
412,406.05408037028576
413,37.923416727897276
414,239.47283976152139
415,45.584423098765846
416,36.23802787652334
417,114.74948055479835
418,34.10843476488229
419,82.178694942255518
420,47.670458730857028
421,373.03194574126354
422,35.879402492788742
423,758.27612402331715
424,78.49340712926795
425,38.234781192605354
426,536.68013672467873
427,56.264387930356364
428,61.218911285198622
429,261.84870026813712
430,770.4664756989248
431,49.004856438103175
432,962.74047539783203
433,146.34396364327782
434,42.791132852737256
435,539.32018059302266
436,637.58566059691941
437,53.57854633504752
438,42.676254217929213
439,40.316666450686903
440,329.23431843231981
441,65.053739836495552
442,439.12411089796097
443,471.33152185599027
444,501.77895507915616
445,397.65242546476873
446,61.990711521007043
447,53.119421657133636
448,40.255907993564719
449,509.77547663034863
450,59.612571633478623
451,36.144862270192817
452,412.39643259815995
453,36.975295146970367
454,157.12491094455214
455,57.424822681698387
456,42.079187214869833
457,51.951562337127484
458,162.27773367319426
459,36.144862270192817
460,53.346722230951443
461,58.363556341988058
462,43.642518064817928
463,568.75309427435809
464,393.51629318882874
465,510.53834572652477
466,160.53344312659118
467,89.669270650707034
468,336.36864076113034
469,84.040341562469834
470,214.31937663473565
471,68.964635901644129
472,326.59509988525429
473,39.413459999726328
474,43.727193269170087
475,449.96381345752252
476,68.71038266954028
477,508.08205376316266
478,46.304851415047331
479,80.030871836416395
480,38.43448211024959
481,466.21760941117708
482,84.45021830189998
483,602.4773980685502
484,47.078208537914669
485,73.094895083508362
486,39.413459999726328
487,46.813464059932926
488,340.3193467014375
489,274.47958143487404
490,76.216190977885262
491,78.929224855803938
492,56.455043491399614
493,34.937868882453103
494,426.30128542901627
495,49.524101491855149
496,229.63945505111013
497,40.807244482077138
498,53.567112786970824
499,43.748096898835215
500,74.499930257584509
501,442.82650213453991
502,512.12822778055283
503,63.492295508499048
504,64.102734385168418
505,84.960734434104964
506,83.749397925415337
507,712.73501279856953
508,43.748096898835215
509,497.2697412728113
510,556.04576317793408
511,43.727193269170087
512,320.1452888385802
513,289.82881233656235
514,41.113180478842267
515,479.27462791659627
516,1012.7760019800631
517,61.413108178817161
518,321.25205795440945
519,80.650043497749522
520,552.1854525481383
521,594.11410119047616
522,61.961981490510446
523,403.20716140667992
524,521.92557565299489
525,41.22777235627818
526,38.43448211024959
527,59.496542551201173
528,256.96450961614471
529,64.827261720252025
530,51.313965260128839
531,73.563830022174955
532,462.53812760777146
533,69.35382847946299
534,408.80252223953067
535,60.457496190129383
536,44.860686587755296
537,385.62726159018496
538,44.860686587755296
539,80.622696335709776
540,591.06658398692809
541,46.611539650920818
542,84.85982418580187
543,74.664181338653151
544,521.25624987399021
545,297.54753209302419
546,81.841777655927288
547,35.77212552776858
548,317.92688198331638
