House ID,Golden Grains
6e33d031,1150750.0
6e33d037,1441770.0
6e33d03d,1577860.0
6e33d043,1414880.0
6e33d045,1350870.0
6e33d049,1281560.0
6e33d04d,1357520.0
6e33d051,1148650.0
6e33d053,1142240.0
6e33d055,1196900.0
6e33d05b,1169800.0
6e33d05f,1176100.0
6e33d062,1495070.0
6e33d065,1571320.0
6e33d067,1409120.0
6e33d06b,1319300.0
6e33d071,1440450.0
6e33d075,1218090.0
6e33d07a,1355900.0
6e33d080,1121230.0
6e33d083,1259340.0
6e33d089,1246700.0
6e33d08b,1486970.0
6e33d08e,1089600.0
6e33d090,1326430.0
6e33d095,1466450.0
6e33d098,1269640.0
6e33d09a,1131270.0
6e33d09d,1411990.0
6e33d0a0,1281800.0
6e33d0a5,1080340.0
6e33d0a8,1375710.0
6e33d0ac,1416420.0
6e33d0b1,1376450.0
6e33d0b5,1165260.0
6e33d0ba,1456420.0
6e33d0bc,1279930.0
6e33d0c2,1386110.0
6e33d0c6,1242230.0
6e33d0cc,1516850.0
6e33d0d1,1314240.0
6e33d0d3,1469530.0
6e33d0d5,1452920.0
6e33d0d7,893062.0
6e33d0dc,1519660.0
6e33d0e0,1150300.0
6e33d0e2,1362580.0
6e33d0e4,1360080.0
6e33d0e6,1294860.0
6e33d0ea,1206470.0
6e33d0ee,1384780.0
6e33d0f4,1277780.0
6e33d0f8,1358200.0
6e33d0fd,1506640.0
6e33d100,1219520.0
6e33d103,1215560.0
6e33d108,1108710.0
6e33d10b,1507750.0
6e33d110,1119770.0
6e33d112,1073930.0
6e33d117,1537160.0
6e33d11c,1505280.0
6e33d122,1267030.0
6e33d127,1122480.0
6e33d12c,1276980.0
6e33d130,1275120.0
6e33d136,1456500.0
6e33d13a,1497400.0
6e33d13e,1386260.0
6e33d141,1283520.0
6e33d147,1357310.0
6e33d14b,1479660.0
6e33d14e,1032620.0
6e33d151,978023.0
6e33d154,1254720.0
6e33d159,1317360.0
6e33d15f,1410350.0
6e33d162,1313410.0
6e33d168,1311820.0
6e33d16d,1166230.0
6e33d16f,1390370.0
6e33d172,1493250.0
6e33d175,1282270.0
6e33d17b,855664.0
6e33d181,1358970.0
6e33d184,1380300.0
6e33d186,1324660.0
6e33d18b,1452820.0
6e33d191,1227060.0
6e33d193,1388870.0
6e33d197,1494840.0
6e33d19b,1487200.0
6e33d19f,1265050.0
6e33d1a3,1269760.0
6e33d1a7,1221620.0
6e33d1ad,1360550.0
6e33d1b1,1347480.0
6e33d1b5,1427030.0
6e33d1b9,1329740.0
6e33d1bb,1327030.0
6e33d1bf,1195240.0
6e33d1c4,1421140.0
6e33d1c7,1487610.0
6e33d1cb,1512730.0
6e33d1cd,1301450.0
6e33d1d3,1277380.0
6e33d1d9,1428010.0
6e33d1dd,1203190.0
6e33d1e1,1489320.0
6e33d1e3,1015020.0
6e33d1e8,1281650.0
6e33d1ec,1182190.0
6e33d1f2,1342760.0
6e33d1f6,1279500.0
6e33d1fa,1314610.0
6e33d1ff,1408740.0
6e33d205,1033650.0
6e33d207,1262670.0
6e33d209,1536370.0
6e33d20e,1361220.0
6e33d210,1229250.0
6e33d216,1168790.0
6e33d219,1134770.0
6e33d21d,1144210.0
6e33d221,1158780.0
6e33d227,1312790.0
6e33d22a,1230390.0
6e33d22e,1328540.0
6e33d230,1158690.0
6e33d234,1449430.0
6e33d239,965827.0
6e33d23e,1357710.0
6e33d241,1205250.0
6e33d244,1365090.0
6e33d247,1313000.0
6e33d24b,1352440.0
6e33d251,1043800.0
6e33d253,1323750.0
6e33d256,1100690.0
6e33d25c,1306770.0
6e33d25f,1400130.0
6e33d262,1173400.0
6e33d266,1363200.0
6e33d26b,1363230.0
6e33d26d,1515310.0
6e33d26f,1481070.0
6e33d274,1345940.0
6e33d278,1214590.0
6e33d27e,927243.0
6e33d281,1403990.0
6e33d286,1364250.0
6e33d28a,1420810.0
6e33d28e,1417180.0
6e33d293,1357730.0
6e33d298,1496980.0
6e33d29a,1411480.0
6e33d29c,1140860.0
6e33d29e,1169190.0
6e33d2a1,1451430.0
6e33d2a5,1067260.0
6e33d2ab,1244370.0
6e33d2b1,1254070.0
6e33d2b6,1563170.0
6e33d2bc,1306030.0
6e33d2c0,1397390.0
6e33d2c4,1142740.0
6e33d2c6,1001580.0
6e33d2cb,1481750.0
6e33d2d0,1208490.0
6e33d2d5,1210190.0
6e33d2db,1457730.0
6e33d2e1,1289140.0
6e33d2e7,986284.0
6e33d2ea,1073570.0
6e33d2ec,1316500.0
6e33d2f2,1307440.0
6e33d2f4,1501440.0
6e33d2fa,1191200.0
6e33d2fe,1264540.0
6e33d303,1437260.0
6e33d309,1311680.0
6e33d30f,1301420.0
6e33d312,1410490.0
6e33d314,1175420.0
6e33d31a,978729.0
6e33d31e,1182560.0
6e33d320,1162270.0
6e33d326,1327320.0
6e33d329,1450860.0
6e33d32f,1163140.0
6e33d333,1492690.0
6e33d339,1413200.0
6e33d33e,1443920.0
6e33d340,1149860.0
6e33d344,1333600.0
6e33d34a,1064700.0
6e33d34f,1401220.0
6e33d353,1074300.0
6e33d359,1153970.0
6e33d35f,1301160.0
6e33d362,1305100.0
6e33d366,1540290.0
6e33d368,1439200.0
6e33d36e,1513140.0
6e33d371,1445780.0
6e33d376,1103690.0
6e33d37c,1369100.0
6e33d381,1420450.0
6e33d383,1357510.0
6e33d388,1372310.0
6e33d38b,1149460.0
6e33d38d,1464840.0
6e33d38f,913471.0
6e33d393,1328040.0
6e33d399,1257920.0
6e33d39d,1537230.0
6e33d3a2,1462590.0
6e33d3a7,1342420.0
6e33d3ab,1016320.0
6e33d3af,1283110.0
6e33d3b5,1010050.0
6e33d3bb,1270470.0
6e33d3be,1066840.0
6e33d3c2,1442370.0
6e33d3c6,1423580.0
6e33d3ca,1138940.0
6e33d3cf,1140200.0
6e33d3d2,1368070.0
6e33d3d8,1431080.0
6e33d3de,1362730.0
6e33d3e0,1440170.0
6e33d3e6,1263280.0
6e33d3e8,1493370.0
6e33d3ee,1434870.0
6e33d3f0,1333240.0
6e33d3f3,1470360.0
6e33d3f5,1215700.0
6e33d3f7,1521090.0
6e33d3fd,1244820.0
6e33d402,1180420.0
6e33d405,1208090.0
6e33d408,1530070.0
6e33d40a,1539520.0
6e33d40c,1307580.0
6e33d40f,1455780.0
6e33d413,1264760.0
6e33d416,1406580.0
6e33d419,1274200.0
6e33d41f,1308130.0
6e33d424,1508290.0
6e33d429,1594090.0
6e33d42f,1374630.0
6e33d433,1400410.0
6e33d439,1223680.0
6e33d43d,1339500.0
6e33d441,1177410.0
6e33d443,1106280.0
6e33d445,1455880.0
6e33d449,1382930.0
6e33d44c,1217430.0
6e33d450,1163230.0
6e33d456,1254020.0
6e33d45b,1568730.0
6e33d45f,1404100.0
6e33d461,1086960.0
6e33d466,1248440.0
6e33d46c,1231370.0
6e33d46f,1168500.0
6e33d471,1241130.0
6e33d473,1189220.0
6e33d478,1061480.0
6e33d47c,1434410.0
6e33d47e,1270720.0
6e33d482,1264110.0
6e33d486,1382070.0
6e33d489,1469150.0
6e33d48d,1193400.0
6e33d48f,1323280.0
6e33d491,1416080.0
6e33d496,1078170.0
6e33d49b,1138130.0
6e33d4a1,1463070.0
6e33d4a7,1043030.0
6e33d4ad,1566220.0
6e33d4af,1339540.0
6e33d4b3,1183650.0
6e33d4b6,1308350.0
6e33d4bc,1047710.0
6e33d4c0,1408650.0
6e33d4c4,1176660.0
6e33d4c9,1254270.0
6e33d4cd,890892.0
6e33d4d0,1180730.0
6e33d4d6,1460060.0
6e33d4d8,1452420.0
6e33d4dd,1053010.0
6e33d4df,1454660.0
6e33d4e2,1325610.0
6e33d4e6,1510330.0
6e33d4eb,1410510.0
6e33d4ef,1352900.0
6e33d4f1,1209700.0
6e33d4f7,1074310.0
6e33d4fb,1210990.0
6e33d4fd,1414440.0
6e33d4ff,1428260.0
6e33d501,1412150.0
6e33d503,1221910.0
6e33d508,1529620.0
6e33d50d,1405690.0
6e33d513,1426650.0
6e33d517,1344970.0
6e33d51b,1328650.0
6e33d521,1246280.0
6e33d527,1352300.0
6e33d52a,1477870.0
6e33d52e,1324100.0
6e33d534,1437430.0
6e33d536,1325860.0
6e33d53b,1464260.0
6e33d540,1491270.0
6e33d546,1426270.0
6e33d54a,1310120.0
6e33d54d,1395500.0
6e33d553,1605700.0
6e33d556,1472990.0
6e33d55b,1355620.0
6e33d560,1214720.0
6e33d566,1398150.0
6e33d56c,1397200.0
6e33d56f,1352130.0
6e33d573,1038890.0
6e33d578,1562200.0
6e33d57a,1351000.0
6e33d57d,1440650.0
6e33d581,1176470.0
6e33d586,1488540.0
6e33d589,1061840.0
6e33d58e,1241940.0
6e33d590,1516750.0
6e33d594,1448090.0
6e33d598,1305550.0
6e33d59c,1324110.0
6e33d5a0,1393800.0
6e33d5a5,1410310.0
6e33d5aa,1520370.0
6e33d5ad,1443850.0
6e33d5b2,1307680.0
6e33d5b5,1140740.0
6e33d5b9,1313500.0
6e33d5bf,1396250.0
6e33d5c4,1303110.0
6e33d5c6,1262560.0
6e33d5c9,1393080.0
6e33d5ce,1451530.0
6e33d5d0,1298680.0
6e33d5d4,1243130.0
6e33d5d6,1592380.0
6e33d5dc,1263650.0
6e33d5e2,1295900.0
6e33d5e5,1328620.0
6e33d5e7,1376230.0
6e33d5eb,1490420.0
6e33d5ee,1277570.0
6e33d5f0,1298110.0
6e33d5f6,1162000.0
6e33d5fc,1578680.0
6e33d600,1324030.0
6e33d604,1156880.0
6e33d607,1548260.0
6e33d60d,1291040.0
6e33d610,1328500.0
6e33d616,1518400.0
6e33d619,1355570.0
6e33d61c,1370450.0
6e33d620,1239610.0
6e33d623,769913.0
6e33d626,1372890.0
6e33d62a,1298260.0
6e33d62c,1391970.0
6e33d62e,990668.0
6e33d632,1282270.0
6e33d634,1428520.0
6e33d637,1179440.0
6e33d63d,1434280.0
6e33d643,1204540.0
6e33d645,1353370.0
6e33d64a,1502760.0
6e33d64e,1410680.0
6e33d651,1289940.0
6e33d656,1409240.0
6e33d659,914985.0
6e33d65b,1298910.0
6e33d65e,1224450.0
6e33d660,1295560.0
6e33d666,1368620.0
6e33d669,1361940.0
6e33d66e,1467190.0
6e33d673,1245430.0
6e33d679,1243130.0
6e33d67b,1243820.0
6e33d681,1404640.0
6e33d685,1476460.0
6e33d687,1239170.0
6e33d68b,1240080.0
6e33d68d,1518190.0
6e33d68f,1284530.0
6e33d694,1432750.0
6e33d699,1369030.0
6e33d69c,1448050.0
6e33d69f,1281990.0
6e33d6a2,1065560.0
6e33d6a4,1312510.0
6e33d6a7,1410990.0
6e33d6ad,1402630.0
6e33d6af,1292700.0
6e33d6b5,1446130.0
6e33d6ba,1345820.0
6e33d6c0,1347480.0
6e33d6c2,1197560.0
6e33d6c8,1003290.0
6e33d6cb,1433710.0
6e33d6cd,922439.0
6e33d6d3,1344870.0
6e33d6d6,1404730.0
6e33d6db,1330680.0
6e33d6e1,1366800.0
6e33d6e6,1530650.0
6e33d6ec,1374050.0
6e33d6ee,1405720.0
6e33d6f4,1355590.0
6e33d6f9,1267100.0
6e33d6fb,1206250.0
6e33d701,1325560.0
6e33d707,1170030.0
6e33d70c,1427020.0
6e33d711,1337050.0
6e33d717,1361250.0
6e33d719,1057690.0
6e33d71f,1316350.0
6e33d723,1221370.0
6e33d729,1210240.0
6e33d72e,1343510.0
6e33d731,1285750.0
6e33d734,1101360.0
6e33d738,1283520.0
6e33d73c,1360990.0
6e33d73e,1236370.0
6e33d744,1394420.0
6e33d748,1360880.0
6e33d74a,1448400.0
6e33d74c,1080140.0
6e33d750,1131350.0
6e33d756,1149030.0
6e33d75b,900835.0
6e33d761,1467020.0
6e33d767,1168470.0
6e33d76d,1407210.0
6e33d76f,1305030.0
6e33d773,1481680.0
6e33d778,1453500.0
6e33d77e,1417080.0
6e33d781,1360250.0
6e33d787,1496360.0
6e33d78d,1194350.0
6e33d792,1577300.0
6e33d797,1342110.0
6e33d799,1398410.0
6e33d79c,1325990.0
6e33d7a0,1050290.0
6e33d7a6,1218910.0
6e33d7a9,1409370.0
6e33d7ae,1349420.0
6e33d7b1,1260320.0
6e33d7b7,1493720.0
6e33d7ba,1375190.0
6e33d7be,1336990.0
6e33d7c3,1453580.0
6e33d7c7,1133890.0
6e33d7cd,1356170.0
6e33d7d2,1384750.0
6e33d7d8,1336910.0
6e33d7dd,1317840.0
6e33d7e0,1214960.0
6e33d7e5,1297620.0
6e33d7e9,1444200.0
6e33d7ec,1374190.0
6e33d7ee,1350980.0
6e33d7f4,892559.0
6e33d7f7,1257240.0
6e33d7fb,1089430.0
6e33d7fe,1409270.0
6e33d801,1320100.0
6e33d805,1182230.0
6e33d808,1438880.0
6e33d80a,1252990.0
6e33d80c,1261980.0
6e33d811,1438540.0
6e33d817,1322020.0
6e33d81a,780860.0
6e33d820,1299480.0
6e33d822,1272160.0
6e33d825,1378330.0
6e33d827,1349770.0
6e33d829,1357010.0
6e33d82c,1378260.0
6e33d82f,1106480.0
6e33d833,1475970.0
6e33d838,943627.0
6e33d83a,1045860.0
6e33d83c,1297850.0
6e33d840,1342160.0
6e33d842,1262690.0
6e33d846,1306220.0
6e33d849,1435640.0
6e33d84d,1331560.0
6e33d851,1246900.0
6e33d856,1200430.0
6e33d85c,1493110.0
6e33d85f,1468140.0
6e33d863,1471360.0
6e33d865,1242460.0
6e33d869,1261110.0
6e33d86b,1222760.0
6e33d86f,1387380.0
6e33d871,1465940.0
6e33d873,1433360.0
6e33d876,1283880.0
6e33d87b,1332080.0
6e33d87f,1346940.0
6e33d883,1432770.0
6e33d889,1203530.0
6e33d88c,1475100.0
6e33d892,1379860.0
6e33d895,1320370.0
6e33d89b,1261680.0
6e33d89e,1271110.0
6e33d8a1,1371970.0
6e33d8a3,1132090.0
6e33d8a6,1535170.0
6e33d8ab,962373.0
6e33d8ad,1046980.0
6e33d8b0,1330650.0
6e33d8b4,1214480.0
6e33d8b9,1262620.0
6e33d8bc,1383030.0
6e33d8bf,1373560.0
6e33d8c3,1435890.0
6e33d8c5,1079390.0
6e33d8ca,1273280.0
6e33d8cd,1317970.0
6e33d8d2,1393720.0
6e33d8d4,1347810.0
6e33d8d6,1242270.0
6e33d8dc,1441030.0
6e33d8e2,1055430.0
6e33d8e8,1424040.0
6e33d8ed,1125590.0
6e33d8f3,1425290.0
6e33d8f9,1287310.0
6e33d8ff,1185060.0
6e33d905,1150090.0
6e33d908,1621860.0
6e33d90a,1188720.0
6e33d90e,1370960.0
6e33d911,1287830.0
6e33d915,1095470.0
6e33d918,1142170.0
6e33d91a,1105160.0
6e33d91f,1461550.0
6e33d925,1223690.0
6e33d927,1298570.0
6e33d92d,1550160.0
6e33d92f,1152100.0
6e33d934,1108900.0
6e33d938,1177400.0
6e33d93c,1201490.0
6e33d93f,1564050.0
6e33d945,1438170.0
6e33d948,1378420.0
6e33d94a,1185520.0
6e33d94d,1290270.0
6e33d94f,1486460.0
6e33d951,1364300.0
6e33d957,1434790.0
6e33d95d,1587340.0
6e33d960,1103210.0
6e33d964,1259860.0
6e33d967,1485330.0
6e33d96b,1322490.0
6e33d970,1421100.0
6e33d976,1172330.0
6e33d978,1387610.0
6e33d97e,989342.0
6e33d981,1586510.0
6e33d985,990513.0
6e33d98a,1254950.0
6e33d98e,1243220.0
6e33d991,1318380.0
6e33d996,935559.0
6e33d99a,1370810.0
6e33d99e,1380780.0
6e33d9a2,1497800.0
6e33d9a4,1471930.0
6e33d9aa,1006490.0
6e33d9af,1328890.0
6e33d9b5,1434780.0
6e33d9b8,1400260.0
6e33d9bd,1374120.0
6e33d9c2,1515230.0
6e33d9c6,1461280.0
6e33d9c9,1506520.0
6e33d9ce,1139440.0
6e33d9d3,1384740.0
6e33d9d8,1210820.0
6e33d9dd,1497830.0
6e33d9e3,896119.0
6e33d9e9,1237800.0
6e33d9eb,1174070.0
6e33d9f1,1250870.0
6e33d9f6,927851.0
6e33d9f9,1388030.0
6e33d9ff,1372560.0
6e33da04,1340490.0
6e33da06,1459590.0
6e33da08,1366450.0
6e33da0c,1173070.0
6e33da12,1179300.0
6e33da18,1292750.0
6e33da1e,1439830.0
6e33da24,1518760.0
6e33da26,1180070.0
6e33da29,1449530.0
6e33da2c,904419.0
6e33da30,1278940.0
6e33da35,1487840.0
6e33da3b,1494190.0
6e33da41,1146520.0
6e33da46,1485500.0
6e33da49,1151920.0
6e33da4e,1486960.0
6e33da50,1220670.0
